GEOID,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID,GEOID_1,NAMELSAD_1,ALAND_1,AWATER_1,INTPTLAT_1,INTPTLON_1,OBJECTID_1
370210026053,Block Group 3,2811491.000000000000000,0.000000000000000,+35.6187298,-82.6675969,483,37021002605,Census Tract 26.05,38487556.000000000000000,0.000000000000000,+35.6176934,-82.6886085,154
370210026061,Block Group 1,7868958.000000000000000,0.000000000000000,+35.6459486,-82.6531312,484,37021002606,Census Tract 26.06,19666152.000000000000000,0.000000000000000,+35.6439850,-82.6590655,155
370210026062,Block Group 2,5919693.000000000000000,0.000000000000000,+35.6589841,-82.6797155,485,37021002606,Census Tract 26.06,19666152.000000000000000,0.000000000000000,+35.6439850,-82.6590655,155
370210026063,Block Group 3,4303525.000000000000000,0.000000000000000,+35.6291593,-82.6484123,486,37021002606,Census Tract 26.06,19666152.000000000000000,0.000000000000000,+35.6439850,-82.6590655,155
370210026064,Block Group 4,1573976.000000000000000,0.000000000000000,+35.6182830,-82.6402216,487,37021002606,Census Tract 26.06,19666152.000000000000000,0.000000000000000,+35.6439850,-82.6590655,155
370210026071,Block Group 1,9590921.000000000000000,375452.000000000000000,+35.6443835,-82.6176428,488,37021002607,Census Tract 26.07,16386367.000000000000000,409683.000000000000000,+35.6342979,-82.6148321,156
370210026072,Block Group 2,4587497.000000000000000,34231.000000000000000,+35.6175167,-82.6187406,489,37021002607,Census Tract 26.07,16386367.000000000000000,409683.000000000000000,+35.6342979,-82.6148321,156
370210026073,Block Group 3,2207949.000000000000000,0.000000000000000,+35.6245704,-82.6280943,490,37021002607,Census Tract 26.07,16386367.000000000000000,409683.000000000000000,+35.6342979,-82.6148321,156
370210027011,Block Group 1,6146306.000000000000000,70049.000000000000000,+35.6616332,-82.5948341,491,37021002701,Census Tract 27.01,16263957.000000000000000,592067.000000000000000,+35.6756825,-82.6033401,157
370210027012,Block Group 2,10117651.000000000000000,522018.000000000000000,+35.6756825,-82.6033401,492,37021002701,Census Tract 27.01,16263957.000000000000000,592067.000000000000000,+35.6756825,-82.6033401,157
370210027021,Block Group 1,13417037.000000000000000,0.000000000000000,+35.7096511,-82.5836008,493,37021002702,Census Tract 27.02,16912271.000000000000000,21518.000000000000000,+35.7059750,-82.5789043,158
370210027022,Block Group 2,3495234.000000000000000,21518.000000000000000,+35.6978808,-82.5611049,494,37021002702,Census Tract 27.02,16912271.000000000000000,21518.000000000000000,+35.7059750,-82.5789043,158
370210027031,Block Group 1,22993276.000000000000000,0.000000000000000,+35.6770674,-82.5161874,495,37021002703,Census Tract 27.03,86082249.000000000000000,17723.000000000000000,+35.6988106,-82.4509565,169
370210027032,Block Group 2,48820358.000000000000000,17723.000000000000000,+35.6988106,-82.4509565,496,37021002703,Census Tract 27.03,86082249.000000000000000,17723.000000000000000,+35.6988106,-82.4509565,169
370210027033,Block Group 3,14268615.000000000000000,0.000000000000000,+35.7078079,-82.5346051,497,37021002703,Census Tract 27.03,86082249.000000000000000,17723.000000000000000,+35.6988106,-82.4509565,169
370210028031,Block Group 1,23502974.000000000000000,88888.000000000000000,+35.7365811,-82.6220138,498,37021002803,Census Tract 28.03,29809432.000000000000000,88888.000000000000000,+35.7328817,-82.6147787,159
370210028032,Block Group 2,6306458.000000000000000,0.000000000000000,+35.7558067,-82.5995560,499,37021002803,Census Tract 28.03,29809432.000000000000000,88888.000000000000000,+35.7328817,-82.6147787,159
370210028041,Block Group 1,11216085.000000000000000,0.000000000000000,+35.7722611,-82.5491897,500,37021002804,Census Tract 28.04,53965403.000000000000000,0.000000000000000,+35.7504108,-82.5373328,170
370210028042,Block Group 2,11604217.000000000000000,0.000000000000000,+35.7451436,-82.5728168,501,37021002804,Census Tract 28.04,53965403.000000000000000,0.000000000000000,+35.7504108,-82.5373328,170
370210028043,Block Group 3,31145101.000000000000000,0.000000000000000,+35.7445011,-82.5198436,502,37021002804,Census Tract 28.04,53965403.000000000000000,0.000000000000000,+35.7504108,-82.5373328,170
370210029001,Block Group 1,25340743.000000000000000,0.000000000000000,+35.7746197,-82.4934022,503,37021002900,Census Tract 29,153042981.000000000000000,3489.000000000000000,+35.7715887,-82.3816740,160
370210029002,Block Group 2,33935876.000000000000000,0.000000000000000,+35.8004207,-82.4201913,504,37021002900,Census Tract 29,153042981.000000000000000,3489.000000000000000,+35.7715887,-82.3816740,160
370210029003,Block Group 3,93766362.000000000000000,3489.000000000000000,+35.7458021,-82.3826569,505,37021002900,Census Tract 29,153042981.000000000000000,3489.000000000000000,+35.7715887,-82.3816740,160
370210030011,Block Group 1,17922435.000000000000000,0.000000000000000,+35.5824913,-82.4523637,506,37021003001,Census Tract 30.01,71122318.000000000000000,98756.000000000000000,+35.6240176,-82.4521858,161
370210030012,Block Group 2,39463278.000000000000000,98756.000000000000000,+35.6373813,-82.4509973,507,37021003001,Census Tract 30.01,71122318.000000000000000,98756.000000000000000,+35.6240176,-82.4521858,161
370210030013,Block Group 3,11193384.000000000000000,0.000000000000000,+35.6284348,-82.4826107,508,37021003001,Census Tract 30.01,71122318.000000000000000,98756.000000000000000,+35.6240176,-82.4521858,161
370210030014,Block Group 4,2543221.000000000000000,0.000000000000000,+35.5944846,-82.4719483,509,37021003001,Census Tract 30.01,71122318.000000000000000,98756.000000000000000,+35.6240176,-82.4521858,161
370210030022,Block Group 2,2001606.000000000000000,0.000000000000000,+35.6045721,-82.3857841,510,37021003002,Census Tract 30.02,49390501.000000000000000,128071.000000000000000,+35.6141955,-82.3976703,162
370210030023,Block Group 3,8640193.000000000000000,9503.000000000000000,+35.5885605,-82.3857357,511,37021003002,Census Tract 30.02,49390501.000000000000000,128071.000000000000000,+35.6141955,-82.3976703,162
370210030025,Block Group 5,5758092.000000000000000,39975.000000000000000,+35.6016041,-82.4211955,512,37021003002,Census Tract 30.02,49390501.000000000000000,128071.000000000000000,+35.6141955,-82.3976703,162
370210031021,Block Group 1,47497266.000000000000000,651428.000000000000000,+35.7006079,-82.3124706,513,37021003102,Census Tract 31.02,71440724.000000000000000,659182.000000000000000,+35.6425893,-82.3267403,163
370210031022,Block Group 2,9724942.000000000000000,7754.000000000000000,+35.6379758,-82.2906495,514,37021003102,Census Tract 31.02,71440724.000000000000000,659182.000000000000000,+35.6425893,-82.3267403,163
370210031023,Block Group 3,2107264.000000000000000,0.000000000000000,+35.6254311,-82.3068131,515,37021003102,Census Tract 31.02,71440724.000000000000000,659182.000000000000000,+35.6425893,-82.3267403,163
370210031031,Block Group 1,19519110.000000000000000,8964.000000000000000,+35.5918424,-82.3385987,516,37021003103,Census Tract 31.03,19519110.000000000000000,8964.000000000000000,+35.5918424,-82.3385987,171
370210031041,Block Group 1,43889844.000000000000000,719946.000000000000000,+35.6877735,-82.3555208,517,37021003104,Census Tract 31.04,55235712.000000000000000,876857.000000000000000,+35.6877735,-82.3555208,172
370210031042,Block Group 2,7731289.000000000000000,39400.000000000000000,+35.6309968,-82.3479838,518,37021003104,Census Tract 31.04,55235712.000000000000000,876857.000000000000000,+35.6877735,-82.3555208,172
370210031043,Block Group 3,1865724.000000000000000,77190.000000000000000,+35.6066576,-82.3678136,519,37021003104,Census Tract 31.04,55235712.000000000000000,876857.000000000000000,+35.6877735,-82.3555208,172
370210031044,Block Group 4,863098.000000000000000,40321.000000000000000,+35.6171270,-82.3279875,520,37021003104,Census Tract 31.04,55235712.000000000000000,876857.000000000000000,+35.6877735,-82.3555208,172
370210031045,Block Group 5,885757.000000000000000,0.000000000000000,+35.6243060,-82.3278891,521,37021003104,Census Tract 31.04,55235712.000000000000000,876857.000000000000000,+35.6877735,-82.3555208,172
370210032011,Block Group 1,10519089.000000000000000,1773.000000000000000,+35.5462131,-82.4843624,522,37021003201,Census Tract 32.01,10519089.000000000000000,1773.000000000000000,+35.5462131,-82.4843624,164
370210032021,Block Group 1,20137889.000000000000000,1687.000000000000000,+35.5077123,-82.4812889,523,37021003202,Census Tract 32.02,41737006.000000000000000,1687.000000000000000,+35.4998847,-82.4554357,165
370210032022,Block Group 2,4813830.000000000000000,0.000000000000000,+35.4986791,-82.4378117,524,37021003202,Census Tract 32.02,41737006.000000000000000,1687.000000000000000,+35.4998847,-82.4554357,165
370210032023,Block Group 3,16785287.000000000000000,0.000000000000000,+35.4703951,-82.4587197,525,37021003202,Census Tract 32.02,41737006.000000000000000,1687.000000000000000,+35.4998847,-82.4554357,165
370210032031,Block Group 1,19018451.000000000000000,8811.000000000000000,+35.5329309,-82.4195509,526,37021003203,Census Tract 32.03,29050584.000000000000000,8811.000000000000000,+35.5415806,-82.4373634,166
370210032032,Block Group 2,4939547.000000000000000,0.000000000000000,+35.5143232,-82.4210575,527,37021003203,Census Tract 32.03,29050584.000000000000000,8811.000000000000000,+35.5415806,-82.4373634,166
370210032033,Block Group 3,5092586.000000000000000,0.000000000000000,+35.5593601,-82.4718946,528,37021003203,Census Tract 32.03,29050584.000000000000000,8811.000000000000000,+35.5415806,-82.4373634,166
370210032041,Block Group 1,39584362.000000000000000,101642.000000000000000,+35.5505647,-82.3581949,529,37021003204,Census Tract 32.04,86114237.000000000000000,101642.000000000000000,+35.5174215,-82.3780416,167
370210032042,Block Group 2,21378144.000000000000000,0.000000000000000,+35.5126547,-82.3627667,530,37021003204,Census Tract 32.04,86114237.000000000000000,101642.000000000000000,+35.5174215,-82.3780416,167
370210032043,Block Group 3,25151731.000000000000000,0.000000000000000,+35.4888038,-82.3971259,531,37021003204,Census Tract 32.04,86114237.000000000000000,101642.000000000000000,+35.5174215,-82.3780416,167
370230201001,Block Group 1,58521123.000000000000000,4452.000000000000000,+35.8388975,-81.7183079,532,37023020100,Census Tract 201,118703034.000000000000000,1488507.000000000000000,+35.8229658,-81.6671488,175
370230201002,Block Group 2,22035310.000000000000000,0.000000000000000,+35.8399431,-81.6673936,533,37023020100,Census Tract 201,118703034.000000000000000,1488507.000000000000000,+35.8229658,-81.6671488,175
370230202011,Block Group 1,280578065.000000000000000,30188.000000000000000,+35.8878750,-81.8622762,534,37023020201,Census Tract 202.01,400370415.000000000000000,13964344.000000000000000,+35.8471896,-81.8440944,176
370230202012,Block Group 2,54984043.000000000000000,13920140.000000000000000,+35.7492605,-81.8886705,535,37023020201,Census Tract 202.01,400370415.000000000000000,13964344.000000000000000,+35.8471896,-81.8440944,176
370230202021,Block Group 1,17524130.000000000000000,0.000000000000000,+35.7547433,-81.7415066,536,37023020202,Census Tract 202.02,41089604.000000000000000,0.000000000000000,+35.7739461,-81.7359734,177
370230203011,Block Group 1,18481858.000000000000000,31177.000000000000000,+35.6786778,-81.8365887,537,37023020301,Census Tract 203.01,51570233.000000000000000,31177.000000000000000,+35.7103261,-81.8190141,174
370230203012,Block Group 2,10760094.000000000000000,0.000000000000000,+35.7054512,-81.8260521,538,37023020301,Census Tract 203.01,51570233.000000000000000,31177.000000000000000,+35.7103261,-81.8190141,174
370230203013,Block Group 3,11043189.000000000000000,0.000000000000000,+35.7176762,-81.7992720,539,37023020301,Census Tract 203.01,51570233.000000000000000,31177.000000000000000,+35.7103261,-81.8190141,174
370230203021,Block Group 1,13626124.000000000000000,0.000000000000000,+35.7065218,-81.7329605,540,37023020302,Census Tract 203.02,75075661.000000000000000,0.000000000000000,+35.6693723,-81.7824373,178
370230203023,Block Group 3,17578022.000000000000000,0.000000000000000,+35.6599045,-81.7736345,541,37023020302,Census Tract 203.02,75075661.000000000000000,0.000000000000000,+35.6693723,-81.7824373,178
370230205001,Block Group 1,3985185.000000000000000,0.000000000000000,+35.7562007,-81.6971144,542,37023020500,Census Tract 205,5635220.000000000000000,0.000000000000000,+35.7519415,-81.6986623,179
370230205002,Block Group 2,1650035.000000000000000,0.000000000000000,+35.7416545,-81.7024000,543,37023020500,Census Tract 205,5635220.000000000000000,0.000000000000000,+35.7519415,-81.6986623,179
370230206001,Block Group 1,5549140.000000000000000,0.000000000000000,+35.7639401,-81.6731519,544,37023020600,Census Tract 206,10663585.000000000000000,0.000000000000000,+35.7549587,-81.6728165,180
370230206002,Block Group 2,1820829.000000000000000,0.000000000000000,+35.7515910,-81.6734449,545,37023020600,Census Tract 206,10663585.000000000000000,0.000000000000000,+35.7549587,-81.6728165,180
370230206003,Block Group 3,2491554.000000000000000,0.000000000000000,+35.7438297,-81.6733485,546,37023020600,Census Tract 206,10663585.000000000000000,0.000000000000000,+35.7549587,-81.6728165,180
370230206004,Block Group 4,802062.000000000000000,0.000000000000000,+35.7341550,-81.6677705,547,37023020600,Census Tract 206,10663585.000000000000000,0.000000000000000,+35.7549587,-81.6728165,180
370230208011,Block Group 1,13593758.000000000000000,1077805.000000000000000,+35.7687751,-81.5911933,548,37023020801,Census Tract 208.01,29167236.000000000000000,1357292.000000000000000,+35.7643139,-81.6150935,181
370230208012,Block Group 2,10561209.000000000000000,279487.000000000000000,+35.7725307,-81.6401872,549,37023020801,Census Tract 208.01,29167236.000000000000000,1357292.000000000000000,+35.7643139,-81.6150935,181
370230208013,Block Group 3,5012269.000000000000000,0.000000000000000,+35.7524786,-81.6156120,550,37023020801,Census Tract 208.01,29167236.000000000000000,1357292.000000000000000,+35.7643139,-81.6150935,181
370230208021,Block Group 1,9050764.000000000000000,16247.000000000000000,+35.7384629,-81.6426031,551,37023020802,Census Tract 208.02,14947910.000000000000000,16247.000000000000000,+35.7316409,-81.6304353,182
370230208022,Block Group 2,5897146.000000000000000,0.000000000000000,+35.7382666,-81.6097631,552,37023020802,Census Tract 208.02,14947910.000000000000000,16247.000000000000000,+35.7316409,-81.6304353,182
370230209001,Block Group 1,10954129.000000000000000,501868.000000000000000,+35.7703367,-81.5369941,553,37023020900,Census Tract 209,33157578.000000000000000,898391.000000000000000,+35.7543325,-81.5463891,183
370230209002,Block Group 2,10731230.000000000000000,357360.000000000000000,+35.7575063,-81.5358203,554,37023020900,Census Tract 209,33157578.000000000000000,898391.000000000000000,+35.7543325,-81.5463891,183
370230209003,Block Group 3,2559715.000000000000000,21555.000000000000000,+35.7397307,-81.5340420,555,37023020900,Census Tract 209,33157578.000000000000000,898391.000000000000000,+35.7543325,-81.5463891,183
370230209004,Block Group 4,3888757.000000000000000,4770.000000000000000,+35.7396159,-81.5768774,556,37023020900,Census Tract 209,33157578.000000000000000,898391.000000000000000,+35.7543325,-81.5463891,183
370230209005,Block Group 5,5023747.000000000000000,12838.000000000000000,+35.7336549,-81.5524364,557,37023020900,Census Tract 209,33157578.000000000000000,898391.000000000000000,+35.7543325,-81.5463891,183
370230210001,Block Group 1,19080792.000000000000000,1952798.000000000000000,+35.7685010,-81.4821040,558,37023021000,Census Tract 210,40029889.000000000000000,1977692.000000000000000,+35.7498858,-81.4646362,184
370210030021,Block Group 1,23577529.000000000000000,78593.000000000000000,+35.6510855,-82.3985078,559,37021003002,Census Tract 30.02,49390501.000000000000000,128071.000000000000000,+35.6141955,-82.3976703,162
370210031024,Block Group 4,12111252.000000000000000,0.000000000000000,+35.6069345,-82.2967296,560,37021003102,Census Tract 31.02,71440724.000000000000000,659182.000000000000000,+35.6425893,-82.3267403,163
370210030024,Block Group 4,9413081.000000000000000,0.000000000000000,+35.5788399,-82.4184803,561,37021003002,Census Tract 30.02,49390501.000000000000000,128071.000000000000000,+35.6141955,-82.3976703,162
370210032051,Block Group 1,103022784.000000000000000,13150.000000000000000,+35.5233277,-82.2635354,562,37021003205,Census Tract 32.05,103022784.000000000000000,13150.000000000000000,+35.5233277,-82.2635354,173
370230201003,Block Group 3,38146601.000000000000000,1484055.000000000000000,+35.8027665,-81.6263840,563,37023020100,Census Tract 201,118703034.000000000000000,1488507.000000000000000,+35.8229658,-81.6671488,175
370230202013,Block Group 3,41482404.000000000000000,0.000000000000000,+35.7971737,-81.8064576,564,37023020201,Census Tract 202.01,400370415.000000000000000,13964344.000000000000000,+35.8471896,-81.8440944,176
370230202014,Block Group 4,23325903.000000000000000,14016.000000000000000,+35.8225661,-81.7787376,565,37023020201,Census Tract 202.01,400370415.000000000000000,13964344.000000000000000,+35.8471896,-81.8440944,176
370230202022,Block Group 2,23565474.000000000000000,0.000000000000000,+35.7882258,-81.7318571,566,37023020202,Census Tract 202.02,41089604.000000000000000,0.000000000000000,+35.7739461,-81.7359734,177
370230203022,Block Group 2,23535212.000000000000000,0.000000000000000,+35.6858244,-81.7807112,567,37023020302,Census Tract 203.02,75075661.000000000000000,0.000000000000000,+35.6693723,-81.7824373,178
370230203024,Block Group 4,20336303.000000000000000,0.000000000000000,+35.6336094,-81.8251611,568,37023020302,Census Tract 203.02,75075661.000000000000000,0.000000000000000,+35.6693723,-81.7824373,178
370230203014,Block Group 4,11285092.000000000000000,0.000000000000000,+35.7355104,-81.7831184,569,37023020301,Census Tract 203.01,51570233.000000000000000,31177.000000000000000,+35.7103261,-81.8190141,174
370230210002,Block Group 2,8135138.000000000000000,0.000000000000000,+35.7383062,-81.4873536,570,37023021000,Census Tract 210,40029889.000000000000000,1977692.000000000000000,+35.7498858,-81.4646362,184
370230210003,Block Group 3,9661553.000000000000000,0.000000000000000,+35.7434390,-81.4574567,571,37023021000,Census Tract 210,40029889.000000000000000,1977692.000000000000000,+35.7498858,-81.4646362,184
370230211001,Block Group 1,13525619.000000000000000,762889.000000000000000,+35.7495581,-81.4027319,572,37023021100,Census Tract 211,29080180.000000000000000,770065.000000000000000,+35.7400742,-81.4160037,185
370230211002,Block Group 2,8283241.000000000000000,7176.000000000000000,+35.7212259,-81.4189240,573,37023021100,Census Tract 211,29080180.000000000000000,770065.000000000000000,+35.7400742,-81.4160037,185
370230211003,Block Group 3,7271320.000000000000000,0.000000000000000,+35.7401086,-81.4253177,574,37023021100,Census Tract 211,29080180.000000000000000,770065.000000000000000,+35.7400742,-81.4160037,185
370230212011,Block Group 1,13924096.000000000000000,0.000000000000000,+35.6948480,-81.6376391,575,37023021201,Census Tract 212.01,74406047.000000000000000,0.000000000000000,+35.6976780,-81.5918285,186
370230212012,Block Group 2,14735283.000000000000000,0.000000000000000,+35.7182357,-81.6117236,576,37023021201,Census Tract 212.01,74406047.000000000000000,0.000000000000000,+35.6976780,-81.5918285,186
370230212013,Block Group 3,45746668.000000000000000,0.000000000000000,+35.6919128,-81.5714792,577,37023021201,Census Tract 212.01,74406047.000000000000000,0.000000000000000,+35.6976780,-81.5918285,186
370230212021,Block Group 1,27126836.000000000000000,0.000000000000000,+35.7084293,-81.5086515,578,37023021202,Census Tract 212.02,49508280.000000000000000,92202.000000000000000,+35.6923105,-81.4770785,187
370230212022,Block Group 2,11376971.000000000000000,29581.000000000000000,+35.7017945,-81.4657978,579,37023021202,Census Tract 212.02,49508280.000000000000000,92202.000000000000000,+35.6923105,-81.4770785,187
370230212023,Block Group 3,11004473.000000000000000,62621.000000000000000,+35.6920497,-81.4333825,580,37023021202,Census Tract 212.02,49508280.000000000000000,92202.000000000000000,+35.6923105,-81.4770785,187
370230212031,Block Group 1,69305516.000000000000000,24035.000000000000000,+35.6215557,-81.5349811,581,37023021203,Census Tract 212.03,96016041.000000000000000,24035.000000000000000,+35.6503914,-81.5375599,188
370230212032,Block Group 2,26710525.000000000000000,0.000000000000000,+35.6630314,-81.4870664,582,37023021203,Census Tract 212.03,96016041.000000000000000,24035.000000000000000,+35.6503914,-81.5375599,188
370230213011,Block Group 1,8362965.000000000000000,0.000000000000000,+35.6865141,-81.7049973,583,37023021301,Census Tract 213.01,41597598.000000000000000,0.000000000000000,+35.6808305,-81.6823365,189
370230213012,Block Group 2,4865846.000000000000000,0.000000000000000,+35.7056312,-81.6976389,584,37023021301,Census Tract 213.01,41597598.000000000000000,0.000000000000000,+35.6808305,-81.6823365,189
370230213013,Block Group 3,28368787.000000000000000,0.000000000000000,+35.6749000,-81.6730335,585,37023021301,Census Tract 213.01,41597598.000000000000000,0.000000000000000,+35.6808305,-81.6823365,189
370230213021,Block Group 1,7345010.000000000000000,0.000000000000000,+35.6549176,-81.7482778,586,37023021302,Census Tract 213.02,180699627.000000000000000,99944.000000000000000,+35.6179540,-81.6582038,190
370230213022,Block Group 2,78495839.000000000000000,99944.000000000000000,+35.6445964,-81.7241591,587,37023021302,Census Tract 213.02,180699627.000000000000000,99944.000000000000000,+35.6179540,-81.6582038,190
370230213023,Block Group 3,94858778.000000000000000,0.000000000000000,+35.6075637,-81.6237445,588,37023021302,Census Tract 213.02,180699627.000000000000000,99944.000000000000000,+35.6179540,-81.6582038,190
370230214001,Block Group 1,2269866.000000000000000,0.000000000000000,+35.7366439,-81.7410601,589,37023021400,Census Tract 214,19428740.000000000000000,0.000000000000000,+35.7286661,-81.7121721,222
370230214002,Block Group 2,8758029.000000000000000,0.000000000000000,+35.7265853,-81.7295677,590,37023021400,Census Tract 214,19428740.000000000000000,0.000000000000000,+35.7286661,-81.7121721,222
370230214003,Block Group 3,3761049.000000000000000,0.000000000000000,+35.7322529,-81.6962139,591,37023021400,Census Tract 214,19428740.000000000000000,0.000000000000000,+35.7286661,-81.7121721,222
370230214004,Block Group 4,4639796.000000000000000,0.000000000000000,+35.7257734,-81.6781408,592,37023021400,Census Tract 214,19428740.000000000000000,0.000000000000000,+35.7286661,-81.7121721,222
370250405001,Block Group 1,18365988.000000000000000,117494.000000000000000,+35.4000146,-80.5183225,593,37025040500,Census Tract 405,50456758.000000000000000,117494.000000000000000,+35.3661347,-80.5382330,191
370250405002,Block Group 2,14521240.000000000000000,0.000000000000000,+35.3604707,-80.5323548,594,37025040500,Census Tract 405,50456758.000000000000000,117494.000000000000000,+35.3661347,-80.5382330,191
370250406001,Block Group 1,48122711.000000000000000,122001.000000000000000,+35.4628155,-80.5429551,595,37025040600,Census Tract 406,104647402.000000000000000,122001.000000000000000,+35.4640602,-80.5073215,192
370250406002,Block Group 2,32760629.000000000000000,0.000000000000000,+35.4818224,-80.4866250,596,37025040600,Census Tract 406,104647402.000000000000000,122001.000000000000000,+35.4640602,-80.5073215,192
370250406003,Block Group 3,23764062.000000000000000,0.000000000000000,+35.4394800,-80.4794801,597,37025040600,Census Tract 406,104647402.000000000000000,122001.000000000000000,+35.4640602,-80.5073215,192
370250407023,Block Group 3,2486457.000000000000000,235914.000000000000000,+35.4757553,-80.5887573,598,37025040702,Census Tract 407.02,8508199.000000000000000,580887.000000000000000,+35.4860345,-80.5934370,193
370250407031,Block Group 1,1550602.000000000000000,0.000000000000000,+35.4668299,-80.5968103,599,37025040703,Census Tract 407.03,4323749.000000000000000,0.000000000000000,+35.4615781,-80.6009999,194
370250407032,Block Group 2,2773147.000000000000000,0.000000000000000,+35.4586415,-80.6033423,600,37025040703,Census Tract 407.03,4323749.000000000000000,0.000000000000000,+35.4615781,-80.6009999,194
370250408001,Block Group 1,1179367.000000000000000,0.000000000000000,+35.4996366,-80.6151148,601,37025040800,Census Tract 408,3843895.000000000000000,0.000000000000000,+35.4905878,-80.6179961,224
370250408002,Block Group 2,1214438.000000000000000,0.000000000000000,+35.4912905,-80.6190069,602,37025040800,Census Tract 408,3843895.000000000000000,0.000000000000000,+35.4905878,-80.6179961,224
370250408003,Block Group 3,1450090.000000000000000,0.000000000000000,+35.4826397,-80.6194927,603,37025040800,Census Tract 408,3843895.000000000000000,0.000000000000000,+35.4905878,-80.6179961,224
370250409001,Block Group 1,3050101.000000000000000,0.000000000000000,+35.4640671,-80.6148394,604,37025040900,Census Tract 409,3050101.000000000000000,0.000000000000000,+35.4640671,-80.6148394,226
370250410001,Block Group 1,2214496.000000000000000,0.000000000000000,+35.4959442,-80.6297563,605,37025041000,Census Tract 410,8431379.000000000000000,0.000000000000000,+35.4895961,-80.6384229,227
370250410002,Block Group 2,1183904.000000000000000,0.000000000000000,+35.5019121,-80.6392573,606,37025041000,Census Tract 410,8431379.000000000000000,0.000000000000000,+35.4895961,-80.6384229,227
370250410004,Block Group 4,1441234.000000000000000,0.000000000000000,+35.4802391,-80.6325162,607,37025041000,Census Tract 410,8431379.000000000000000,0.000000000000000,+35.4895961,-80.6384229,227
370250411001,Block Group 1,2786725.000000000000000,0.000000000000000,+35.4483160,-80.6280036,608,37025041100,Census Tract 411,10026214.000000000000000,0.000000000000000,+35.4589838,-80.6346838,228
370250411004,Block Group 4,2992062.000000000000000,0.000000000000000,+35.4621630,-80.6455803,609,37025041100,Census Tract 411,10026214.000000000000000,0.000000000000000,+35.4589838,-80.6346838,228
370250412002,Block Group 2,23495239.000000000000000,9689.000000000000000,+35.4581621,-80.6715735,610,37025041200,Census Tract 412,48777943.000000000000000,2423271.000000000000000,+35.4743645,-80.6824640,195
370250412003,Block Group 3,22167258.000000000000000,2413582.000000000000000,+35.4834448,-80.6960213,611,37025041200,Census Tract 412,48777943.000000000000000,2423271.000000000000000,+35.4743645,-80.6824640,195
370250413011,Block Group 1,37313549.000000000000000,2519412.000000000000000,+35.4686944,-80.7485132,612,37025041301,Census Tract 413.01,37313549.000000000000000,2519412.000000000000000,+35.4686944,-80.7485132,196
370250413021,Block Group 1,5613141.000000000000000,0.000000000000000,+35.4330687,-80.7459596,613,37025041302,Census Tract 413.02,20672565.000000000000000,109011.000000000000000,+35.4252177,-80.7282697,197
370250413031,Block Group 1,9975232.000000000000000,0.000000000000000,+35.3998520,-80.7448638,614,37025041303,Census Tract 413.03,20673869.000000000000000,6802.000000000000000,+35.3946181,-80.7343075,229
370250415011,Block Group 1,15699225.000000000000000,0.000000000000000,+35.3186316,-80.6192565,615,37025041501,Census Tract 415.01,27666035.000000000000000,0.000000000000000,+35.3121146,-80.6367830,198
370250416012,Block Group 2,23246539.000000000000000,166.000000000000000,+35.2268252,-80.4970571,616,37025041601,Census Tract 416.01,144596815.000000000000000,34890.000000000000000,+35.2657606,-80.5201534,201
370250416021,Block Group 1,57690917.000000000000000,259302.000000000000000,+35.3434973,-80.4619357,617,37025041602,Census Tract 416.02,57690917.000000000000000,259302.000000000000000,+35.3434973,-80.4619357,202
370250417012,Block Group 2,36795688.000000000000000,0.000000000000000,+35.4174519,-80.3821149,618,37025041701,Census Tract 417.01,73024960.000000000000000,0.000000000000000,+35.3980800,-80.4047449,203
370250417022,Block Group 2,87156470.000000000000000,339259.000000000000000,+35.4707857,-80.3936007,619,37025041702,Census Tract 417.02,103224357.000000000000000,339259.000000000000000,+35.4608832,-80.3967588,204
370250419011,Block Group 1,1377503.000000000000000,0.000000000000000,+35.4217477,-80.6098155,620,37025041901,Census Tract 419.01,4021947.000000000000000,20859.000000000000000,+35.4112779,-80.6060323,232
370250420002,Block Group 2,8273424.000000000000000,0.000000000000000,+35.3809946,-80.6229496,621,37025042000,Census Tract 420,16774875.000000000000000,0.000000000000000,+35.3758415,-80.6155081,225
370250420003,Block Group 3,6419040.000000000000000,0.000000000000000,+35.3638960,-80.6112028,622,37025042000,Census Tract 420,16774875.000000000000000,0.000000000000000,+35.3758415,-80.6155081,225
370250421013,Block Group 3,1386923.000000000000000,0.000000000000000,+35.3903967,-80.5871219,623,37025042101,Census Tract 421.01,3668218.000000000000000,0.000000000000000,+35.3949811,-80.5825114,230
370250421021,Block Group 1,1796787.000000000000000,0.000000000000000,+35.3744008,-80.5938689,624,37025042102,Census Tract 421.02,3808353.000000000000000,0.000000000000000,+35.3733399,-80.5895258,233
370250421022,Block Group 2,2011566.000000000000000,0.000000000000000,+35.3723922,-80.5856465,625,37025042102,Census Tract 421.02,3808353.000000000000000,0.000000000000000,+35.3733399,-80.5895258,233
370250422004,Block Group 4,558105.000000000000000,0.000000000000000,+35.3912353,-80.5682160,626,37025042200,Census Tract 422,13535325.000000000000000,0.000000000000000,+35.3923502,-80.5610592,206
370250422006,Block Group 6,3036189.000000000000000,0.000000000000000,+35.3756654,-80.5677473,627,37025042200,Census Tract 422,13535325.000000000000000,0.000000000000000,+35.3923502,-80.5610592,206
